year,sex,dimd,age,deaths,pop_size,mx
2008,women,7,0,97,27842,0.00348394511888514
2008,women,8,0,75,27143,0.0027631433518771
2008,women,9,0,76,26268,0.00289325414953556
2008,women,10 least deprived,0,63,26023,0.00242093532644199
2009,women,1 most deprived,0,280,45423,0.0061642780089382
2009,women,2,0,208,40973,0.0050765138017719
2009,women,3,0,188,37458,0.00501895456244327
2009,women,4,0,140,33578,0.00416939662874501
2009,women,5,0,136,31427,0.00432748910172781
2009,women,6,0,102,29095,0.00350575700292146
2009,women,7,0,82,27185,0.0030163693213169
2009,women,8,0,72,26895,0.00267707752370329
2009,women,9,0,80,26229,0.00305005909489496
2009,women,10 least deprived,0,81,25436,0.00318446296587514
2010,women,1 most deprived,0,287,45737,0.00627500710584428
2010,women,2,0,205,41177,0.00497850741919033
2010,women,3,0,161,38358,0.00419729912925596
2010,women,4,0,154,34605,0.00445022395607571
2010,women,5,0,108,32217,0.0033522674364466
2010,women,6,0,115,29598,0.00388539766200419
2010,women,7,0,87,27373,0.0031783143973989
2010,women,8,0,89,27206,0.0032713372050283
2010,women,9,0,77,26234,0.0029351223602958
2010,women,10 least deprived,0,59,25355,0.00232695720765135
2011,women,1 most deprived,0,245,46468,0.00527244555392959
2011,women,2,0,192,42354,0.00453322000283326
2011,women,3,0,155,38608,0.00401471197679237
2011,women,4,0,154,35239,0.00437015806350918
2011,women,5,0,123,32585,0.00377474297989873
2011,women,6,0,101,29368,0.00343911740670117
2011,women,7,0,70,27637,0.00253283641495097
2011,women,8,0,75,26968,0.00278107386532186
2011,women,9,0,65,26709,0.00243363660189449
2011,women,10 least deprived,0,62,25274,0.00245311387196328
2012,women,1 most deprived,0,230,48152,0.00477654095364679
2012,women,2,0,202,44076,0.00458299301207006
2012,women,3,0,161,40174,0.00400756708318813
2012,women,4,0,119,36167,0.00329029225537092
2012,women,5,0,118,33383,0.00353473324746128
2012,women,6,0,83,30120,0.00275564409030544
2012,women,7,0,95,28278,0.00335950208642761
2012,women,8,0,77,27119,0.00283933773369225
2012,women,9,0,84,26717,0.00314406557622488
2012,women,10 least deprived,0,70,25476,0.00274768409483435
2013,women,1 most deprived,0,220,45023,0.00488639139995114
2013,women,2,0,186,42390,0.00438782731776362
2013,women,3,0,151,39088,0.00386307818256242
2013,women,4,0,105,35633,0.00294670670445935
2013,women,5,0,98,32077,0.00305514854880444
2013,women,6,0,85,30389,0.00279706472736846
2013,women,7,0,73,27779,0.00262788437308758
2013,women,8,0,70,27250,0.00256880733944954
2013,women,9,0,58,26014,0.00222956869378027
2013,women,10 least deprived,0,62,23597,0.00262745264228504
2014,women,1 most deprived,0,251,44217,0.0056765497433114
2014,women,2,0,188,41164,0.00456709746380332
2014,women,3,0,107,38544,0.00277604815276048
2014,women,4,0,134,34688,0.0038630073800738
2014,women,5,0,109,31470,0.0034636161423578
2014,women,6,0,99,30073,0.00329198949223556
2014,women,7,0,73,27387,0.00266549822908679
2014,women,8,0,75,27018,0.00277592715967133
2014,women,9,0,75,25911,0.00289452356142179
2014,women,10 least deprived,0,66,23391,0.00282159805053226
2015,women,1 most deprived,0,231,43981,0.0052522680248289
2015,women,2,0,181,40820,0.00443410093091622
2015,women,3,0,126,37963,0.00331902115217449
2015,women,4,0,110,34575,0.00318148951554591
2015,women,5,0,104,31621,0.0032889535435312
2015,women,6,0,78,30057,0.00259506936820042
2015,women,7,0,66,27795,0.00237452779276848
2015,women,8,0,70,27438,0.00255120635614841
2015,women,9,0,62,25533,0.00242823013355266
2015,women,10 least deprived,0,57,22965,0.00248203788373612
2016,women,1 most deprived,0,244,44324,0.0055049183286707
2016,women,2,0,181,41206,0.00439256418968111
2016,women,3,0,149,38119,0.00390881187859073
2016,women,4,0,116,34904,0.00332340132936053
2016,women,5,0,110,31741,0.0034655492895624
2016,women,6,0,86,30692,0.00280203310308875
2016,women,7,0,78,28056,0.00278015397775877
2016,women,8,0,67,27566,0.00243053036349126
2016,women,9,0,69,26044,0.00264936261710951
2016,women,10 least deprived,0,54,23253,0.00232228099600052
2017,women,1 most deprived,0,221,43273,0.00510711066947057
2017,women,2,0,184,40334,0.00456190806763525
2017,women,3,0,150,37699,0.00397888538157511
2017,women,4,0,124,34220,0.00362361192285213
2017,women,5,0,106,31009,0.00341836241091296
2017,women,6,0,100,29576,0.00338111982688667
2017,women,7,0,70,27592,0.00253696723688026
2017,women,8,0,64,26968,0.00237318303174132
2017,women,9,0,70,25395,0.0027564481197086
2017,women,10 least deprived,0,46,22366,0.00205669319502817
2018,women,1 most deprived,0,211,40879,0.00516157440250495
2018,women,2,0,152,38096,0.00398992020159597
2018,women,3,0,140,36350,0.00385144429160935
2018,women,4,0,128,32958,0.00388373080890831
2018,women,5,0,82,30738,0.00266770772333919
2018,women,6,0,107,29449,0.00363340011545384
2018,women,7,0,68,27589,0.00246475044401754
2018,women,8,0,53,26287,0.0020162057290676
2018,women,9,0,76,25451,0.00298613021099367
2018,women,10 least deprived,0,63,22728,0.00277191129883844
2019,men,1 most deprived,0,263,41726,0.00630302449312179
2019,men,2,0,203,38279,0.00530316883931137
2019,men,3,0,173,36780,0.00470364328439369
2019,men,4,0,147,33387,0.00440291131278641
2019,men,5,0,141,31900,0.00442006269592476
2019,men,6,0,117,30440,0.00384362680683311
2019,men,7,0,94,28274,0.00332460918158025
2019,men,8,0,78,27304,0.00285672428948139
2019,men,9,0,88,26440,0.00332829046898638
2019,men,10 least deprived,0,61,23502,0.00259552378520977
2019,women,1 most deprived,0,207,39531,0.00523639675191622
2019,women,2,0,159,36235,0.00438802263005382
2019,women,3,0,115,34782,0.00330630786038756
2019,women,4,0,120,32174,0.00372971964940635
2019,women,5,0,102,29778,0.00342534757203305
2019,women,6,0,102,28871,0.00353295694641682
2019,women,7,0,70,26719,0.00261985852763951
2019,women,8,0,72,25809,0.00278972451470417
2019,women,9,0,55,24635,0.00223259590014207
2019,women,10 least deprived,0,46,22292,0.00206352054548717
2001,men,1 most deprived,1,26,37872,0.000686523024926067
2001,men,2,1,25,33946,0.000736463795439816
2001,men,3,1,12,30686,0.000391057811379782
2001,men,4,1,14,28531,0.00049069433248046
2001,men,5,1,9,27245,0.000330335841438796
2001,men,6,1,7,26464,0.000264510278113664
2001,men,7,1,7,26731,0.00026186824286409
2001,men,8,1,10,26657,0.000375135986795213
2001,men,9,1,9,27366,0.000328875246656435
2001,men,10 least deprived,1,7,27652,0.000253146246202806
2002,men,1 most deprived,1,28,36992,0.000756920415224914
2002,men,2,1,23,33090,0.000695074040495618
2002,men,3,1,8,29440,0.000271739130434783
2002,men,4,1,6,27852,0.0002154243860405
2002,men,5,1,10,26599,0.000375953983232452
2002,men,6,1,17,25625,0.000663414634146341
2002,men,7,1,9,25839,0.000348310693138279
2002,men,8,1,9,25839,0.000348310693138279
2002,men,9,1,12,26640,0.000450450450450451
2002,men,10 least deprived,1,9,27259,0.000330166183645768
2003,men,1 most deprived,1,25,38101,0.000656150757197974
2003,men,2,1,20,34119,0.000586183651337964
2003,men,3,1,10,30375,0.000329218106995885
2003,men,4,1,8,28275,0.000282935455349248
2003,men,5,1,11,26385,0.000416903543680121
2003,men,6,1,5,25836,0.000193528409970584
2003,men,7,1,5,25861,0.000193341324774757
2003,men,8,1,7,25227,0.000277480477266421
2003,men,9,1,7,26187,0.000267308206361935
2003,men,10 least deprived,1,7,26219,0.000266981959647584
2004,men,1 most deprived,1,20,39799,0.000502525189075102
2004,men,2,1,21,35186,0.000596828283976582
2004,men,3,1,13,31206,0.000416586553867846
2004,men,4,1,13,29074,0.000447134897158974
2004,men,5,1,7,27547,0.000254111155479726
2004,men,6,1,20,26773,0.000747021252754641
2004,men,7,1,8,26200,0.000305343511450382
2004,men,8,1,6,26322,0.000227946204695692
2004,men,9,1,5,26737,0.000187006769645061
2004,men,10 least deprived,1,10,26902,0.000371719574752807
2005,men,1 most deprived,1,13,40970,0.000317305345374664
2005,men,2,1,25,36263,0.000689407936464165
2005,men,3,1,20,32747,0.000610742968821571
2005,men,4,1,15,30420,0.000493096646942801
2005,men,5,1,9,28731,0.000313250495979952
2005,men,6,1,9,27671,0.000325250262007156
2005,men,7,1,11,27050,0.000406654343807763
2005,men,8,1,7,27363,0.000255819902788437
2005,men,9,1,7,27303,0.000256382082555031
2005,men,10 least deprived,1,7,27262,0.000256767661947033
2006,men,1 most deprived,1,40,43416,0.000921319329279528
2006,men,2,1,15,36816,0.000407431551499348
2006,men,3,1,10,33986,0.0002942388042135
2006,men,4,1,17,30868,0.000550732149799145
2006,men,5,1,6,29123,0.000206022731174673
2006,men,6,1,7,27857,0.000251283339914564
2006,men,7,1,8,26732,0.000299266796348945
2006,men,8,1,6,26821,0.000223705305544163
2006,men,9,1,9,27304,0.000329622033401699
2006,men,10 least deprived,1,9,27043,0.000332803313241874
2007,men,1 most deprived,1,32,44929,0.000712234859444902
2007,men,2,1,17,38457,0.000442052162155134
2007,men,3,1,23,35172,0.000653929261912885
2007,men,4,1,16,31820,0.000502828409805154
2007,men,5,1,9,29808,0.000301932367149758
2007,men,6,1,10,28934,0.000345614156355844
2007,men,7,1,11,27832,0.000395228513940788
2007,men,8,1,5,27647,0.000180851448620103
2007,men,9,1,5,27738,0.000180258129641647
2007,men,10 least deprived,1,6,27501,0.000218173884586015
2008,men,1 most deprived,1,29,46320,0.000626079447322971
2008,men,2,1,11,39659,0.000277364532640763
2008,men,3,1,18,36884,0.000488016484112352
2008,men,4,1,12,33467,0.000358562165715481
2008,men,5,1,6,31185,0.000192400192400192
2008,men,6,1,4,29455,0.000135800373451027
2008,men,7,1,9,28420,0.000316678395496129
2008,men,8,1,8,28084,0.000284859706594502
2008,men,9,1,8,28169,0.000284000142000071
2008,men,10 least deprived,1,7,27730,0.000252434186801298
2009,men,1 most deprived,1,22,47370,0.000464428963478995
2009,men,2,1,9,42025,0.000214158239143367
2009,men,3,1,15,38714,0.000387456733998037
2009,men,4,1,7,34962,0.000200217378868486
2009,men,5,1,10,32615,0.000306607389238081
2009,men,6,1,9,30311,0.000296921909537792
2009,men,7,1,4,29107,0.000137423987356993
2009,men,8,1,11,28506,0.000385883673612573
2009,men,9,1,9,28910,0.000311310965063992
2009,men,10 least deprived,1,6,28802,0.000208318866745365
2010,men,1 most deprived,1,19,46909,0.00040503954465028
2010,men,2,1,19,42203,0.000450204961732578
2010,men,3,1,13,38496,0.000337697423108894
2010,men,4,1,8,35019,0.00022844741426083
2010,men,5,1,13,32738,0.000397092064267823
2010,men,6,1,11,30097,0.000365484932053029
2010,men,7,1,8,28886,0.000276950772000277
2010,men,8,1,11,28077,0.000391779748548634
2010,men,9,1,5,28033,0.000178361217136946
2010,men,10 least deprived,1,9,27931,0.000322222620027926
2011,men,1 most deprived,1,31,47687,0.000650072346761172
2011,men,2,1,16,42771,0.00037408524467513
2011,men,3,1,11,39431,0.000278968324414801
2011,men,4,1,5,35543,0.000140674675744872
2011,men,5,1,6,33158,0.000180951806502202
2011,men,6,1,20,30633,0.00065289067345673
2011,men,7,1,7,28921,0.000242038657031223
2011,men,8,1,11,28374,0.00038767886092902
2011,men,9,1,2,28166,7.1007597812966e-05
2011,men,10 least deprived,1,6,27926,0.000214853541502542
2012,men,1 most deprived,1,20,48459,0.000412720031366722
2012,men,2,1,15,43711,0.00034316304820297
2012,men,3,1,13,40269,0.000322828975142169
2012,men,4,1,13,36717,0.000354059427513141
2012,men,5,1,15,34167,0.000439020107120906
2012,men,6,1,11,31534,0.000348829834464388
2012,men,7,1,8,29572,0.000270526173407277
2012,men,8,1,3,28929,0.000103702167375298
2012,men,9,1,11,28749,0.000382622004243626
2012,men,10 least deprived,1,5,28260,0.000176928520877565
2013,men,1 most deprived,1,14,48571,0.000288237837392683
2013,men,2,1,16,45510,0.0003515710832784
2013,men,3,1,26,42192,0.000616230565036026
2013,men,4,1,7,38275,0.000182887001959504
2013,men,5,1,10,34187,0.000292508848392664
2013,men,6,1,11,32900,0.000334346504559271
2013,men,7,1,11,30588,0.000359618150908853
2013,men,8,1,9,30500,0.000295081967213115
2013,men,9,1,1,29212,3.42325071888265e-05
2013,men,10 least deprived,1,8,27326,0.000292761472590207
2014,men,1 most deprived,1,27,47361,0.000570089313992526
2014,men,2,1,19,44424,0.00042769674050063
2014,men,3,1,15,41261,0.000363539419791086
2014,men,4,1,17,37225,0.000456682337139019
2014,men,5,1,6,33685,0.000178120825293157
2014,men,6,1,9,32450,0.000277349768875193
2014,men,7,1,3,29774,0.000100759051521462
2014,men,8,1,13,29575,0.00043956043956044
2014,men,9,1,11,28087,0.000391640260618792
2014,men,10 least deprived,1,6,26504,0.000226380923634168
2015,men,1 most deprived,1,18,46821,0.000384442878195681
2015,men,2,1,16,43301,0.000369506477910441
2015,men,3,1,7,40403,0.000173254461302379
2015,men,4,1,6,36388,0.000164889524018907
2015,men,5,1,7,32725,0.000213903743315508
2015,men,6,1,11,31727,0.000346707851356888
2015,men,7,1,13,29283,0.000443943585015197
2015,men,8,1,8,29057,0.000275320920948481
2015,men,9,1,7,28103,0.000249083727715902
2015,men,10 least deprived,1,6,26060,0.000230237912509593
2016,men,1 most deprived,1,13,46915,0.000277096877331344
2016,men,2,1,9,43087,0.000208879708496762
2016,men,3,1,16,40150,0.000398505603985056
2016,men,4,1,9,36312,0.000247851949768672
2016,men,5,1,14,32761,0.000427337382863771
2016,men,6,1,7,31854,0.00021975262133484
2016,men,7,1,4,29559,0.000135322575188606
2016,men,8,1,10,28986,0.000344994135099703
2016,men,9,1,5,27992,0.000178622463561017
2016,men,10 least deprived,1,4,26057,0.000153509613539548
2017,men,1 most deprived,1,13,46561,0.000279203625351689
2017,men,2,1,15,43144,0.000347672909326905
2017,men,3,1,14,40338,0.000347067281471565
2017,men,4,1,12,36560,0.000328227571115974
2017,men,5,1,9,33337,0.000269970303266641
2017,men,6,1,4,32404,0.000123441550425873
2017,men,7,1,2,29940,6.68002672010688e-05
2017,men,8,1,3,29588,0.000101392456401244
2017,men,9,1,7,28119,0.000248941996514812
2017,men,10 least deprived,1,5,26055,0.000191901746305891
2018,men,1 most deprived,1,30,45026,0.000666281703904411
2018,men,2,1,11,41214,0.000266899597224244
2018,men,3,1,9,39018,0.000230662771028756
2018,men,4,1,6,35443,0.00016928589566346
2018,men,5,1,8,33509,0.000238741830552986
2018,men,6,1,8,32058,0.000249547694803169
2018,men,7,1,5,29604,0.000168896095122281
2018,men,8,1,3,28779,0.000104242676951944
2018,men,9,1,3,27883,0.000107592439837894
2018,men,10 least deprived,1,2,25834,7.7417356971433e-05
2001,women,1 most deprived,1,30,36023,0.000832801265857924
2001,women,2,1,14,32830,0.000426439232409382
2001,women,3,1,12,29186,0.000411156033714795
2001,women,4,1,7,27243,0.000256946738611754
2001,women,5,1,3,25727,0.000116609009989505
2001,women,6,1,5,25424,0.000196664568911265
2001,women,7,1,6,25062,0.000239406272444338
2001,women,8,1,6,25122,0.000238834487700024
2001,women,9,1,11,25863,0.000425318021884546
2001,women,10 least deprived,1,4,26474,0.000151091637077888
2002,women,1 most deprived,1,12,35865,0.000334588038477624
2002,women,2,1,16,31965,0.000500547473799468
2002,women,3,1,11,28787,0.000382116927779901
2002,women,4,1,9,26692,0.000337179679304661
2002,women,5,1,9,25307,0.00035563282886158
2002,women,6,1,11,24904,0.000441696113074205
2002,women,7,1,6,24307,0.000246842473361583
2002,women,8,1,7,24752,0.000282805429864253
2002,women,9,1,11,25502,0.00043133871853188
2002,women,10 least deprived,1,5,25932,0.000192811969767083
